location,collected by,date,gps,cover,height,common,spp_code,spp,notes
Schoodic,finn,8/12/2023,sch943,75,3,old-field cinquefoil,pot sim,potentilla simplex,
Schoodic,finn,8/12/2023,sch943,75,3,unknown,unk,potentilla/geum #83,
Schoodic,finn,8/12/2023,sch943,75,3,dooryard dock,rum lon,rumex longifolius,
Schoodic,finn,8/12/2023,sch1074,100,3,wrinkleleaf goldenrod,sol rug,solidago rugosa,
Schoodic,finn,8/12/2023,sch1074,100,3,marsh skullcap,scu gal,scutellaria galericulata,
Schoodic,finn,8/12/2023,sch1074,100,3,unknown,unk,#36,
Schoodic,finn,8/12/2023,sch1074,100,3,canada thistle,cir arv,cirsium arvense,
Schoodic,finn,8/12/2023,sch863,100,3,unknown,unk,elymus #33,
Schoodic,finn,8/12/2023,sch863,100,3,wrinkleleaf goldenrod,sol rug,solidago rugosa,
Schoodic,finn,8/12/2023,sch863,100,3,unknown,unk,lamiaceae #70,
Schoodic,finn,8/12/2023,sch863,100,3,canada thistle,cir arv,cirsium arvense,
Schoodic,finn,8/12/2023,sch863,100,3,marsh skullcap,scu gal,scutellaria galericulata,
Schoodic,finn,8/12/2023,sch863,100,3,red raspberry,rub ida,rubus idaeus,
Schoodic,finn,8/12/2023,sch863,100,3,unknown,unk,#36,
Schoodic,finn,8/12/2023,sch863,100,3,kentucky bluegrass,poa pra,poa pratensis,
Schoodic,finn,8/12/2023,sch863,100,3,seaside goldenrod,sol sem,solidago sempervirens,
Schoodic,finn,8/12/2023,sch863,100,3,hedge bindweed,cal sep,calystegia sepium,
Schoodic,finn,8/12/2023,sch863,100,3,common mouse-ear chickweed,cer fon,cerastium fontana,
Schoodic,finn,8/12/2023,sch760,25,1,rough cinquefoil,pot nor,potentilla norvegica,
Schoodic,finn,8/12/2023,sch760,25,1,stinging nettle,urt dio,urtica dioica,
Schoodic,finn,8/12/2023,sch760,25,1,unknown,unk,#13,
Schoodic,finn,8/12/2023,sch760,25,1,unknown,unk,#7,
Schoodic,finn,8/12/2023,sch760,25,1,dooryard dock,rum lon,rumex longifolius,
Schoodic,finn,8/12/2023,sch963,100,4,unknown,unk,#36,
Schoodic,finn,8/12/2023,sch963,100,4,red raspberry,rub ida,rubus idaeus,
Schoodic,finn,8/12/2023,sch963,100,4,spotted jewelweed,imp cap,impatiens capensis,
Schoodic,finn,8/12/2023,sch963,100,4,unknown,unk,lamiaceae #70,
